"date","area_id","area_name","district","day_of_week","is_weekend","matched_store_count","food_count","cafe_count","retail_count","accommodation_count","tourism_score","tourist_spot_count","event_count","culture_count","visitor_count_gu","visitor_growth","visitor_score","temp","rain_mm","rain_flag","weather_score","commercial_score","tourism_component_score","visitor_component_score","event_component_score","weather_component_score","demand_score"
"2026-06-03","A003","국립아시아문화전당 주변","동구","2","0","3417","842","89","1191","63","93","13","11","12","160528","20.5","96.6","24.7","0","0","85.4","76.2","93","96.6","99","85.4","88.8"
"2026-06-04","A003","국립아시아문화전당 주변","동구","3","0","3417","842","89","1191","63","93","13","11","12","154208","20.5","92.6","25","11.2","1","56.9","76.2","93","92.6","99","56.9","82.1"
"2026-06-05","A003","국립아시아문화전당 주변","동구","4","0","3417","842","89","1191","63","93","13","11","12","155472","20.5","93.4","25.4","0","0","84.4","76.2","93","93.4","99","84.4","87.8"
"2026-06-06","A003","국립아시아문화전당 주변","동구","5","1","3417","842","89","1191","63","93","13","13","12","165900","20.5","100","25.8","0","0","83.8","76.2","93","100","100","83.8","89.4"
"2026-06-07","A003","국립아시아문화전당 주변","동구","6","1","3417","842","89","1191","63","93","13","13","12","165900","20.5","100","26.1","0","0","83.4","76.2","93","100","100","83.4","89.3"
"2026-06-08","A003","국립아시아문화전당 주변","동구","0","0","3417","842","89","1191","63","93","13","11","12","159264","20.5","95.8","26.4","0","0","82.9","76.2","93","95.8","99","82.9","88.1"
"2026-06-09","A003","국립아시아문화전당 주변","동구","1","0","3417","842","89","1191","63","93","13","11","12","156736","20.5","94.2","26.8","0","0","82.3","76.2","93","94.2","99","82.3","87.6"
"2026-06-10","A003","국립아시아문화전당 주변","동구","2","0","3417","842","89","1191","63","93","13","11","12","156104","20.5","93.8","27.2","4","1","60.1","76.2","93","93.8","99","60.1","83"
"2026-06-11","A003","국립아시아문화전당 주변","동구","3","0","3417","842","89","1191","63","93","13","11","12","157368","20.5","94.6","27.5","0","0","81.2","76.2","93","94.6","99","81.2","87.4"
"2026-06-12","A003","국립아시아문화전당 주변","동구","4","0","3417","842","89","1191","63","93","13","11","12","160528","20.5","96.6","23","0","0","88","76.2","93","96.6","99","88","89.3"
"2026-06-13","A003","국립아시아문화전당 주변","동구","5","1","3417","842","89","1191","63","93","13","13","12","165900","20.5","100","23.3","0","0","87.6","76.2","93","100","100","87.6","90.2"
"2026-06-14","A003","국립아시아문화전당 주변","동구","6","1","3417","842","89","1191","63","93","13","13","12","165900","20.5","100","23.6","0","0","87.1","76.2","93","100","100","87.1","90.1"
"2026-06-15","A003","국립아시아문화전당 주변","동구","0","0","3417","842","89","1191","63","93","13","11","12","154840","20.5","93","24","4","1","64.9","76.2","93","93","99","64.9","83.8"
"2026-06-16","A003","국립아시아문화전당 주변","동구","1","0","3417","842","89","1191","63","93","13","11","12","156104","20.5","93.8","24.3","0","0","86","76.2","93","93.8","99","86","88.2"
"2026-06-17","A003","국립아시아문화전당 주변","동구","2","0","3417","842","89","1191","63","93","13","11","12","159264","20.5","95.8","24.7","0","0","85.4","76.2","93","95.8","99","85.4","88.6"
"2026-06-18","A003","국립아시아문화전당 주변","동구","3","0","3417","842","89","1191","63","93","13","11","12","156736","20.5","94.2","25","0","0","85","76.2","93","94.2","99","85","88.1"
"2026-06-19","A003","국립아시아문화전당 주변","동구","4","0","3417","842","89","1191","63","93","13","11","12","159896","20.5","96.2","25.4","0","0","84.4","76.2","93","96.2","99","84.4","88.5"
"2026-06-20","A003","국립아시아문화전당 주변","동구","5","1","3417","842","89","1191","63","93","13","13","12","165900","20.5","100","25.8","0","0","83.8","76.2","93","100","100","83.8","89.4"
"2026-06-21","A003","국립아시아문화전당 주변","동구","6","1","3417","842","89","1191","63","93","13","13","12","165900","20.5","100","26.1","5.8","1","60.1","76.2","93","100","100","60.1","84.7"
"2026-06-22","A003","국립아시아문화전당 주변","동구","0","0","3417","842","89","1191","63","93","13","11","12","158000","20.5","95","26.4","0","0","82.9","76.2","93","95","99","82.9","87.9"
"2026-06-23","A003","국립아시아문화전당 주변","동구","1","0","3417","842","89","1191","63","93","13","11","12","155472","20.5","93.4","26.8","0","0","82.3","76.2","93","93.4","99","82.3","87.4"
"2026-06-24","A003","국립아시아문화전당 주변","동구","2","0","3417","842","89","1191","63","93","13","11","12","158632","20.5","95.4","27.2","0","0","81.7","76.2","93","95.4","99","81.7","87.7"
"2026-06-25","A003","국립아시아문화전당 주변","동구","3","0","3417","842","89","1191","63","93","13","11","12","156104","20.5","93.8","27.5","0","0","81.2","76.2","93","93.8","99","81.2","87.2"
"2026-06-26","A003","국립아시아문화전당 주변","동구","4","0","3417","842","89","1191","63","93","13","11","12","155472","20.5","93.4","23","5.8","1","64.8","76.2","93","93.4","99","64.8","83.9"
"2026-06-27","A003","국립아시아문화전당 주변","동구","5","1","3417","842","89","1191","63","93","13","13","12","165900","20.5","100","23.3","0","0","87.6","76.2","93","100","100","87.6","90.2"
"2026-06-28","A003","국립아시아문화전당 주변","동구","6","1","3417","842","89","1191","63","93","13","13","12","165900","20.5","100","23.6","0","0","87.1","76.2","93","100","100","87.1","90.1"
"2026-06-29","A003","국립아시아문화전당 주변","동구","0","0","3417","842","89","1191","63","93","13","11","12","157368","20.5","94.6","24","0","0","86.5","76.2","93","94.6","99","86.5","88.5"
"2026-05-01","A004","1913 송정역시장 / 광주송정역","광산구","4","0","1002","305","27","349","29","78","10","4","5","122976","8","84.8","20.2","0","0","83.8","2.9","78","84.8","36","83.8","57.9"
"2026-05-02","A004","1913 송정역시장 / 광주송정역","광산구","5","1","1002","305","27","349","29","78","10","5","5","133712","8","93.6","20.5","0","0","84.2","2.9","78","93.6","45","84.2","61.1"
"2026-05-03","A004","1913 송정역시장 / 광주송정역","광산구","6","1","1002","305","27","349","29","78","10","5","5","132248","8","92.4","20.8","0","0","84.7","2.9","78","92.4","45","84.7","60.9"
"2026-05-04","A004","1913 송정역시장 / 광주송정역","광산구","0","0","1002","305","27","349","29","78","10","4","5","122976","8","84.8","21.2","0","0","85.3","2.9","78","84.8","36","85.3","58.2"
"2026-05-05","A004","1913 송정역시장 / 광주송정역","광산구","1","0","1002","305","27","349","29","78","10","4","5","119072","8","81.6","21.6","9","1","59.8","2.9","78","81.6","36","59.8","52.3"
"2026-05-06","A004","1913 송정역시장 / 광주송정역","광산구","2","0","1002","305","27","349","29","78","10","4","5","120048","8","82.4","21.9","0","0","86.4","2.9","78","82.4","36","86.4","57.8"
"2026-05-07","A004","1913 송정역시장 / 광주송정역","광산구","3","0","1002","305","27","349","29","78","10","4","5","122976","8","84.8","22.2","0","0","86.8","2.9","78","84.8","36","86.8","58.5"
"2026-05-08","A004","1913 송정역시장 / 광주송정역","광산구","4","0","1002","305","27","349","29","78","10","4","5","121512","8","83.6","22.6","0","0","87.4","2.9","78","83.6","36","87.4","58.3"
"2026-05-09","A004","1913 송정역시장 / 광주송정역","광산구","5","1","1002","305","27","349","29","78","10","5","5","132248","8","92.4","23","0","0","88","2.9","78","92.4","45","88","61.5"
"2026-05-10","A004","1913 송정역시장 / 광주송정역","광산구","6","1","1002","305","27","349","29","78","10","5","5","132736","8","92.8","23.3","9","1","61.4","2.9","78","92.8","45","61.4","56.3"
"2026-05-11","A004","1913 송정역시장 / 광주송정역","광산구","0","0","1002","305","27","349","29","78","10","4","5","121512","8","83.6","23.7","0","0","87","2.9","78","83.6","36","87","58.2"
"2026-05-12","A004","1913 송정역시장 / 광주송정역","광산구","1","0","1002","305","27","349","29","78","10","4","5","120048","8","82.4","24","0","0","86.5","2.9","78","82.4","36","86.5","57.8"
"2026-05-13","A004","1913 송정역시장 / 광주송정역","광산구","2","0","1002","305","27","349","29","78","10","4","5","122976","8","84.8","24.4","0","0","85.9","2.9","78","84.8","36","85.9","58.3"
"2026-05-14","A004","1913 송정역시장 / 광주송정역","광산구","3","0","1002","305","27","349","29","78","10","4","5","121512","8","83.6","24.7","0","0","85.4","2.9","78","83.6","36","85.4","57.9"
"2026-05-15","A004","1913 송정역시장 / 광주송정역","광산구","4","0","1002","305","27","349","29","78","10","4","5","120048","8","82.4","20.2","0","0","83.8","2.9","78","82.4","36","83.8","57.3"
"2026-05-16","A004","1913 송정역시장 / 광주송정역","광산구","5","1","1002","305","27","349","29","78","10","5","5","132736","8","92.8","20.5","2","1","64.4","2.9","78","92.8","45","64.4","56.9"
"2026-05-17","A004","1913 송정역시장 / 광주송정역","광산구","6","1","1002","305","27","349","29","78","10","5","5","133712","8","93.6","20.8","0","0","84.7","2.9","78","93.6","45","84.7","61.2"
"2026-05-18","A004","1913 송정역시장 / 광주송정역","광산구","0","0","1002","305","27","349","29","78","10","4","5","120048","8","82.4","21.2","0","0","85.3","2.9","78","82.4","36","85.3","57.6"
"2026-05-19","A004","1913 송정역시장 / 광주송정역","광산구","1","0","1002","305","27","349","29","78","10","4","5","122976","8","84.8","21.6","0","0","85.9","2.9","78","84.8","36","85.9","58.3"
"2026-05-20","A004","1913 송정역시장 / 광주송정역","광산구","2","0","1002","305","27","349","29","78","10","4","5","121512","8","83.6","21.9","0","0","86.4","2.9","78","83.6","36","86.4","58.1"
"2026-05-21","A004","1913 송정역시장 / 광주송정역","광산구","3","0","1002","305","27","349","29","78","10","4","5","117608","8","80.4","22.2","2","1","67","2.9","78","80.4","36","67","53.4"
"2026-05-22","A004","1913 송정역시장 / 광주송정역","광산구","4","0","1002","305","27","349","29","78","10","4","5","122976","8","84.8","22.6","0","0","87.4","2.9","78","84.8","36","87.4","58.6"
"2026-05-23","A004","1913 송정역시장 / 광주송정역","광산구","5","1","1002","305","27","349","29","78","10","5","5","133712","8","93.6","23","0","0","88","2.9","78","93.6","45","88","61.8"
"2026-05-24","A004","1913 송정역시장 / 광주송정역","광산구","6","1","1002","305","27","349","29","78","10","5","5","132248","8","92.4","23.3","0","0","87.6","2.9","78","92.4","45","87.6","61.4"
"2026-05-25","A004","1913 송정역시장 / 광주송정역","광산구","0","0","1002","305","27","349","29","78","10","4","5","122976","8","84.8","23.7","0","0","87","2.9","78","84.8","36","87","58.5"
"2026-05-26","A004","1913 송정역시장 / 광주송정역","광산구","1","0","1002","305","27","349","29","78","10","4","5","121512","8","83.6","24","0","0","86.5","2.9","78","83.6","36","86.5","58.1"
"2026-05-27","A004","1913 송정역시장 / 광주송정역","광산구","2","0","1002","305","27","349","29","78","10","4","5","117608","8","80.4","24.4","3.6","1","64.7","2.9","78","80.4","36","64.7","53"
"2026-05-28","A004","1913 송정역시장 / 광주송정역","광산구","3","0","1002","305","27","349","29","78","10","4","5","122976","8","84.8","24.7","0","0","85.4","2.9","78","84.8","36","85.4","58.2"
"2026-05-29","A004","1913 송정역시장 / 광주송정역","광산구","4","0","1002","305","27","349","29","78","10","4","5","121512","8","83.6","20.2","0","0","83.8","2.9","78","83.6","36","83.8","57.6"
"2026-05-30","A004","1913 송정역시장 / 광주송정역","광산구","5","1","1002","305","27","349","29","78","10","5","5","132248","8","92.4","20.5","0","0","84.2","2.9","78","92.4","45","84.2","60.8"
"2026-05-31","A004","1913 송정역시장 / 광주송정역","광산구","6","1","1002","305","27","349","29","78","10","5","5","135176","8","94.8","20.8","0","0","84.7","2.9","78","94.8","45","84.7","61.5"
"2026-06-01","A004","1913 송정역시장 / 광주송정역","광산구","0","0","1002","305","27","349","29","78","10","4","5","119072","8","81.6","21.2","3.6","1","64.1","2.9","78","81.6","36","64.1","53.1"
"2026-06-02","A004","1913 송정역시장 / 광주송정역","광산구","1","0","1002","305","27","349","29","78","10","4","5","120048","8","82.4","21.6","0","0","85.9","2.9","78","82.4","36","85.9","57.7"
"2026-06-03","A004","1913 송정역시장 / 광주송정역","광산구","2","0","1002","305","27","349","29","78","10","4","5","122976","8","84.8","21.9","0","0","86.4","2.9","78","84.8","36","86.4","58.4"
"2026-06-04","A004","1913 송정역시장 / 광주송정역","광산구","3","0","1002","305","27","349","29","78","10","4","5","121512","8","83.6","22.2","0","0","86.8","2.9","78","83.6","36","86.8","58.2"
"2026-06-05","A004","1913 송정역시장 / 광주송정역","광산구","4","0","1002","305","27","349","29","78","10","4","5","120048","8","82.4","22.6","0","0","87.4","2.9","78","82.4","36","87.4","58"
"2026-06-06","A004","1913 송정역시장 / 광주송정역","광산구","5","1","1002","305","27","349","29","78","10","5","5","135176","8","94.8","23","0","0","88","2.9","78","94.8","45","88","62.1"
"2026-06-07","A004","1913 송정역시장 / 광주송정역","광산구","6","1","1002","305","27","349","29","78","10","5","5","131272","8","91.6","23.3","5.4","1","64.7","2.9","78","91.6","45","64.7","56.7"
"2026-06-08","A004","1913 송정역시장 / 광주송정역","광산구","0","0","1002","305","27","349","29","78","10","4","5","120048","8","82.4","23.7","0","0","87","2.9","78","82.4","36","87","57.9"
"2026-06-09","A004","1913 송정역시장 / 광주송정역","광산구","1","0","1002","305","27","349","29","78","10","4","5","122976","8","84.8","24","0","0","86.5","2.9","78","84.8","36","86.5","58.4"
"2026-06-10","A004","1913 송정역시장 / 광주송정역","광산구","2","0","1002","305","27","349","29","78","10","4","5","121512","8","83.6","24.4","0","0","85.9","2.9","78","83.6","36","85.9","58"
"2026-06-11","A004","1913 송정역시장 / 광주송정역","광산구","3","0","1002","305","27","349","29","78","10","4","5","120048","8","82.4","24.7","0","0","85.4","2.9","78","82.4","36","85.4","57.6"
"2026-06-12","A004","1913 송정역시장 / 광주송정역","광산구","4","0","1002","305","27","349","29","78","10","4","5","120536","8","82.8","20.2","5.4","1","60.9","2.9","78","82.8","36","60.9","52.8"
"2026-06-13","A004","1913 송정역시장 / 광주송정역","광산구","5","1","1002","305","27","349","29","78","10","5","5","133712","8","93.6","20.5","0","0","84.2","2.9","78","93.6","45","84.2","61.1"
"2026-06-14","A004","1913 송정역시장 / 광주송정역","광산구","6","1","1002","305","27","349","29","78","10","5","5","132248","8","92.4","20.8","0","0","84.7","2.9","78","92.4","45","84.7","60.9"
"2026-06-15","A004","1913 송정역시장 / 광주송정역","광산구","0","0","1002","305","27","349","29","78","10","4","5","122976","8","84.8","21.2","0","0","85.3","2.9","78","84.8","36","85.3","58.2"
"2026-06-16","A004","1913 송정역시장 / 광주송정역","광산구","1","0","1002","305","27","349","29","78","10","4","5","121512","8","83.6","21.6","0","0","85.9","2.9","78","83.6","36","85.9","58"
"2026-06-17","A004","1913 송정역시장 / 광주송정역","광산구","2","0","1002","305","27","349","29","78","10","4","5","120048","8","82.4","21.9","0","0","86.4","2.9","78","82.4","36","86.4","57.8"
"2026-06-18","A004","1913 송정역시장 / 광주송정역","광산구","3","0","1002","305","27","349","29","78","10","4","5","120536","8","82.8","22.2","7.2","1","62.3","2.9","78","82.8","36","62.3","53.1"
"2026-06-19","A004","1913 송정역시장 / 광주송정역","광산구","4","0","1002","305","27","349","29","78","10","4","5","121512","8","83.6","22.6","0","0","87.4","2.9","78","83.6","36","87.4","58.3"
"2026-06-20","A004","1913 송정역시장 / 광주송정역","광산구","5","1","1002","305","27","349","29","78","10","5","5","132248","8","92.4","23","0","0","88","2.9","78","92.4","45","88","61.5"
"2026-06-21","A004","1913 송정역시장 / 광주송정역","광산구","6","1","1002","305","27","349","29","78","10","5","5","135176","8","94.8","23.3","0","0","87.6","2.9","78","94.8","45","87.6","62"
"2026-06-22","A004","1913 송정역시장 / 광주송정역","광산구","0","0","1002","305","27","349","29","78","10","4","5","121512","8","83.6","23.7","0","0","87","2.9","78","83.6","36","87","58.2"
"2026-06-23","A004","1913 송정역시장 / 광주송정역","광산구","1","0","1002","305","27","349","29","78","10","4","5","117608","8","80.4","24","7.2","1","62","2.9","78","80.4","36","62","52.4"
"2026-06-24","A004","1913 송정역시장 / 광주송정역","광산구","2","0","1002","305","27","349","29","78","10","4","5","122976","8","84.8","24.4","0","0","85.9","2.9","78","84.8","36","85.9","58.3"
"2026-06-25","A004","1913 송정역시장 / 광주송정역","광산구","3","0","1002","305","27","349","29","78","10","4","5","121512","8","83.6","24.7","0","0","85.4","2.9","78","83.6","36","85.4","57.9"
"2026-06-26","A004","1913 송정역시장 / 광주송정역","광산구","4","0","1002","305","27","349","29","78","10","4","5","120048","8","82.4","20.2","0","0","83.8","2.9","78","82.4","36","83.8","57.3"
"2026-06-27","A004","1913 송정역시장 / 광주송정역","광산구","5","1","1002","305","27","349","29","78","10","5","5","135176","8","94.8","20.5","0","0","84.2","2.9","78","94.8","45","84.2","61.4"
"2026-06-28","A004","1913 송정역시장 / 광주송정역","광산구","6","1","1002","305","27","349","29","78","10","5","5","133712","8","93.6","20.8","0","0","84.7","2.9","78","93.6","45","84.7","61.2"
"2026-06-29","A004","1913 송정역시장 / 광주송정역","광산구","0","0","1002","305","27","349","29","78","10","4","5","117608","8","80.4","21.2","9","1","59.2","2.9","78","80.4","36","59.2","51.9"
"2026-05-01","A005","상무지구","서구","4","0","3358","1041","84","510","72","45","4","2","2","140670","3.2","80.2","24.4","0","0","85.9","74.4","45","80.2","18","85.9","66.6"
"2026-05-02","A005","상무지구","서구","5","1","3358","1041","84","510","72","45","4","2","2","135270","3.2","76.2","24.7","8.6","1","59.7","74.4","45","76.2","18","59.7","60.4"
"2026-05-03","A005","상무지구","서구","6","1","3358","1041","84","510","72","45","4","2","2","135810","3.2","76.6","25","0","0","85","74.4","45","76.6","18","85","65.6"
"2026-05-04","A005","상무지구","서구","0","0","3358","1041","84","510","72","45","4","2","2","137430","3.2","77.8","25.4","0","0","84.4","74.4","45","77.8","18","84.4","65.7"
"2026-05-05","A005","상무지구","서구","1","0","3358","1041","84","510","72","45","4","2","2","141210","3.2","80.6","25.8","0","0","83.8","74.4","45","80.6","18","83.8","66.3"
"2026-05-06","A005","상무지구","서구","2","0","3358","1041","84","510","72","45","4","2","2","140130","3.2","79.8","26.1","0","0","83.4","74.4","45","79.8","18","83.4","66"
"2026-05-07","A005","상무지구","서구","3","0","3358","1041","84","510","72","45","4","2","2","137430","3.2","77.8","26.4","8.6","1","57.2","74.4","45","77.8","18","57.2","60.3"
"2026-05-08","A005","상무지구","서구","4","0","3358","1041","84","510","72","45","4","2","2","137970","3.2","78.2","26.8","0","0","82.3","74.4","45","78.2","18","82.3","65.4"
"2026-05-09","A005","상무지구","서구","5","1","3358","1041","84","510","72","45","4","2","2","134190","3.2","75.4","27.2","0","0","81.7","74.4","45","75.4","18","81.7","64.6"
"2026-05-10","A005","상무지구","서구","6","1","3358","1041","84","510","72","45","4","2","2","137970","3.2","78.2","27.5","0","0","81.2","74.4","45","78.2","18","81.2","65.2"
"2026-05-11","A005","상무지구","서구","0","0","3358","1041","84","510","72","45","4","2","2","139590","3.2","79.4","27.8","0","0","80.8","74.4","45","79.4","18","80.8","65.4"
"2026-05-12","A005","상무지구","서구","1","0","3358","1041","84","510","72","45","4","2","2","138510","3.2","78.6","28.2","0","0","80.2","74.4","45","78.6","18","80.2","65.1"
"2026-05-13","A005","상무지구","서구","2","0","3358","1041","84","510","72","45","4","2","2","135810","3.2","76.6","28.6","10.4","1","52.2","74.4","45","76.6","18","52.2","59"
"2026-05-14","A005","상무지구","서구","3","0","3358","1041","84","510","72","45","4","2","2","141210","3.2","80.6","28.9","0","0","79.2","74.4","45","80.6","18","79.2","65.4"
"2026-05-15","A005","상무지구","서구","4","0","3358","1041","84","510","72","45","4","2","2","140130","3.2","79.8","24.4","0","0","85.9","74.4","45","79.8","18","85.9","66.5"
"2026-05-16","A005","상무지구","서구","5","1","3358","1041","84","510","72","45","4","2","2","136350","3.2","77","24.7","0","0","85.4","74.4","45","77","18","85.4","65.7"
"2026-05-17","A005","상무지구","서구","6","1","3358","1041","84","510","72","45","4","2","2","135270","3.2","76.2","25","0","0","85","74.4","45","76.2","18","85","65.4"
"2026-05-18","A005","상무지구","서구","0","0","3358","1041","84","510","72","45","4","2","2","135270","3.2","76.2","25.4","10.4","1","57","74.4","45","76.2","18","57","59.8"
"2026-05-19","A005","상무지구","서구","1","0","3358","1041","84","510","72","45","4","2","2","140670","3.2","80.2","25.8","0","0","83.8","74.4","45","80.2","18","83.8","66.2"
"2026-05-20","A005","상무지구","서구","2","0","3358","1041","84","510","72","45","4","2","2","139590","3.2","79.4","26.1","0","0","83.4","74.4","45","79.4","18","83.4","65.9"
"2026-05-21","A005","상무지구","서구","3","0","3358","1041","84","510","72","45","4","2","2","138510","3.2","78.6","26.4","0","0","82.9","74.4","45","78.6","18","82.9","65.6"
"2026-05-22","A005","상무지구","서구","4","0","3358","1041","84","510","72","45","4","2","2","137430","3.2","77.8","26.8","0","0","82.3","74.4","45","77.8","18","82.3","65.3"
"2026-05-23","A005","상무지구","서구","5","1","3358","1041","84","510","72","45","4","2","2","138510","3.2","78.6","27.2","0","0","81.7","74.4","45","78.6","18","81.7","65.4"
"2026-05-24","A005","상무지구","서구","6","1","3358","1041","84","510","72","45","4","2","2","135810","3.2","76.6","27.5","12.2","1","52.3","74.4","45","76.6","18","52.3","59"
"2026-05-25","A005","상무지구","서구","0","0","3358","1041","84","510","72","45","4","2","2","139050","3.2","79","27.8","0","0","80.8","74.4","45","79","18","80.8","65.3"
"2026-05-26","A005","상무지구","서구","1","0","3358","1041","84","510","72","45","4","2","2","137970","3.2","78.2","28.2","0","0","80.2","74.4","45","78.2","18","80.2","65"
"2026-05-27","A005","상무지구","서구","2","0","3358","1041","84","510","72","45","4","2","2","136890","3.2","77.4","28.6","0","0","79.6","74.4","45","77.4","18","79.6","64.7"
"2026-05-28","A005","상무지구","서구","3","0","3358","1041","84","510","72","45","4","2","2","140670","3.2","80.2","28.9","0","0","79.2","74.4","45","80.2","18","79.2","65.3"
"2026-05-29","A005","상무지구","서구","4","0","3358","1041","84","510","72","45","4","2","2","137970","3.2","78.2","24.4","12.2","1","56.9","74.4","45","78.2","18","56.9","60.3"
"2026-05-30","A005","상무지구","서구","5","1","3358","1041","84","510","72","45","4","2","2","135810","3.2","76.6","24.7","0","0","85.4","74.4","45","76.6","18","85.4","65.6"
"2026-05-31","A005","상무지구","서구","6","1","3358","1041","84","510","72","45","4","2","2","134730","3.2","75.8","25","0","0","85","74.4","45","75.8","18","85","65.4"
"2026-06-01","A005","상무지구","서구","0","0","3358","1041","84","510","72","45","4","2","2","141210","3.2","80.6","25.4","0","0","84.4","74.4","45","80.6","18","84.4","66.4"
"2026-06-02","A005","상무지구","서구","1","0","3358","1041","84","510","72","45","4","2","2","140130","3.2","79.8","25.8","0","0","83.8","74.4","45","79.8","18","83.8","66.1"
"2026-06-03","A005","상무지구","서구","2","0","3358","1041","84","510","72","45","4","2","2","139050","3.2","79","26.1","0","0","83.4","74.4","45","79","18","83.4","65.8"
"2026-06-04","A005","상무지구","서구","3","0","3358","1041","84","510","72","45","4","2","2","136350","3.2","77","26.4","14","1","52.3","74.4","45","77","18","52.3","59.1"
"2026-06-05","A005","상무지구","서구","4","0","3358","1041","84","510","72","45","4","2","2","136890","3.2","77.4","26.8","0","0","82.3","74.4","45","77.4","18","82.3","65.2"
"2026-06-06","A005","상무지구","서구","5","1","3358","1041","84","510","72","45","4","2","2","137970","3.2","78.2","27.2","0","0","81.7","74.4","45","78.2","18","81.7","65.3"
"2026-06-07","A005","상무지구","서구","6","1","3358","1041","84","510","72","45","4","2","2","136890","3.2","77.4","27.5","0","0","81.2","74.4","45","77.4","18","81.2","65"
"2026-06-08","A005","상무지구","서구","0","0","3358","1041","84","510","72","45","4","2","2","138510","3.2","78.6","27.8","0","0","80.8","74.4","45","78.6","18","80.8","65.2"
"2026-06-09","A005","상무지구","서구","1","0","3358","1041","84","510","72","45","4","2","2","135810","3.2","76.6","28.2","14","1","49.6","74.4","45","76.6","18","49.6","58.5"
"2026-06-10","A005","상무지구","서구","2","0","3358","1041","84","510","72","45","4","2","2","141210","3.2","80.6","28.6","0","0","79.6","74.4","45","80.6","18","79.6","65.5"
"2026-06-11","A005","상무지구","서구","3","0","3358","1041","84","510","72","45","4","2","2","140130","3.2","79.8","28.9","0","0","79.2","74.4","45","79.8","18","79.2","65.2"
"2026-06-12","A005","상무지구","서구","4","0","3358","1041","84","510","72","45","4","2","2","139050","3.2","79","24.4","0","0","85.9","74.4","45","79","18","85.9","66.3"
"2026-06-13","A005","상무지구","서구","5","1","3358","1041","84","510","72","45","4","2","2","135270","3.2","76.2","24.7","0","0","85.4","74.4","45","76.2","18","85.4","65.5"
"2026-06-14","A005","상무지구","서구","6","1","3358","1041","84","510","72","45","4","2","2","134190","3.2","75.4","25","0","0","85","74.4","45","75.4","18","85","65.2"
"2026-06-15","A005","상무지구","서구","0","0","3358","1041","84","510","72","45","4","2","2","139050","3.2","79","25.4","6.8","1","60.3","74.4","45","79","18","60.3","61.2"
"2026-06-16","A005","상무지구","서구","1","0","3358","1041","84","510","72","45","4","2","2","139590","3.2","79.4","25.8","0","0","83.8","74.4","45","79.4","18","83.8","66"
"2026-06-17","A005","상무지구","서구","2","0","3358","1041","84","510","72","45","4","2","2","138510","3.2","78.6","26.1","0","0","83.4","74.4","45","78.6","18","83.4","65.7"
"2026-06-18","A005","상무지구","서구","3","0","3358","1041","84","510","72","45","4","2","2","137430","3.2","77.8","26.4","0","0","82.9","74.4","45","77.8","18","82.9","65.4"
"2026-06-19","A005","상무지구","서구","4","0","3358","1041","84","510","72","45","4","2","2","141210","3.2","80.6","26.8","0","0","82.3","74.4","45","80.6","18","82.3","66"
"2026-06-20","A005","상무지구","서구","5","1","3358","1041","84","510","72","45","4","2","2","135810","3.2","76.6","27.2","6.8","1","57.6","74.4","45","76.6","18","57.6","60.1"
"2026-06-21","A005","상무지구","서구","6","1","3358","1041","84","510","72","45","4","2","2","136350","3.2","77","27.5","0","0","81.2","74.4","45","77","18","81.2","64.9"
"2026-06-22","A005","상무지구","서구","0","0","3358","1041","84","510","72","45","4","2","2","137970","3.2","78.2","27.8","0","0","80.8","74.4","45","78.2","18","80.8","65.1"
"2026-06-23","A005","상무지구","서구","1","0","3358","1041","84","510","72","45","4","2","2","136890","3.2","77.4","28.2","0","0","80.2","74.4","45","77.4","18","80.2","64.8"
"2026-06-24","A005","상무지구","서구","2","0","3358","1041","84","510","72","45","4","2","2","140670","3.2","80.2","28.6","0","0","79.6","74.4","45","80.2","18","79.6","65.4"
"2026-06-25","A005","상무지구","서구","3","0","3358","1041","84","510","72","45","4","2","2","139590","3.2","79.4","28.9","0","0","79.2","74.4","45","79.4","18","79.2","65.1"
"2026-06-26","A005","상무지구","서구","4","0","3358","1041","84","510","72","45","4","2","2","136890","3.2","77.4","24.4","8.6","1","60.2","74.4","45","77.4","18","60.2","60.8"
"2026-06-27","A005","상무지구","서구","5","1","3358","1041","84","510","72","45","4","2","2","134730","3.2","75.8","24.7","0","0","85.4","74.4","45","75.8","18","85.4","65.4"
"2026-06-28","A005","상무지구","서구","6","1","3358","1041","84","510","72","45","4","2","2","138510","3.2","78.6","25","0","0","85","74.4","45","78.6","18","85","66"
"2026-06-29","A005","상무지구","서구","0","0","3358","1041","84","510","72","45","4","2","2","140130","3.2","79.8","25.4","0","0","84.4","74.4","45","79.8","18","84.4","66.2"
